,book_title,star,title,format,review,helpful,sentiment
630,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Looks amazing in person and my mom loves it,Format: Paperback,"Looks amazing in person and my mom loves it! I shouldn’t have worried that it would look flimsy in paperback, it’s well made.",,1
631,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,The best book for using herbs in your daily life!,Format: Paperback,I love this book! The way Rosalee writes makes the information interesting and helpful. I have already begun adding more herbs to my food through her recipes. I especially like the way she helps the reader to know which herbs to choose according to the characteristics of the person. This is an awesome book!,,1
632,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book!,Format: Kindle Edition,It is a great book! The knowledge you get from it is valuable. Easy explanations and introduction of every herb,,1
634,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,So far so good,Format: Paperback,Nice book. I started reading and like it so far,,1
635,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful book!,Format: Paperback,And so full of information. Rosalee has put so much study into figuring out which herbs will work for what person. This book really helps clear it up. And it is absolutely gorgeous.,,1
636,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beyond my expectations!,Format: Paperback,"Beyond my expectations! I have many books on herbs and this one is a must-have.
Great recipes and tips on how to real use those wonderful herbs in your kitchen daily.",,1
637,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Gorgeous book,Format: Paperback,"Wonderful book. I love the photography and the wonderful recipes and suggestions for the many plant allies discussed in this book. A fabulous, accessible resource for herbalists, wherever you may be on the path.",,1
638,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love that it is divided by individual plants and their ...,Format: Paperback,This book is very informative and gives full descriptions of each herb. I love that it is divided by individual plants and their energetic properties.,,1
639,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,I like this book. Would love to see a few videos on youtube or as a video.,,1
640,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Everything U ever wanted to know about Herbs,Format: Paperback,Great condition. Arrived quickly. Very good resource book about what herbs have been used for.,,1
641,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I am glad I did,Format: Paperback,"I have been including Rosalee as one of my top 3 go-to Herbalists when researching an herb, its energetics, a symptom, or a constitution. She has generously provided tons of info & recipes on her websites for years. Her course, the taste of herbs, has given me the tools I needed to progress to the next level with my career. So naturally, I preordered her book as soon as she emailed to say she had finished writing it. I am glad I did, & absolutely love that the herbs are listed by flavor. She relays information clearly & makes the hard to understand facts easily digestable. Love it, Love her! I highly recommend this book as an addition to your materia medica resources.",10 people found this helpful,1
642,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,It's sooo practical and easy to follow format and instructions,Format: Paperback,It's sooo practical and easy to follow format and instructions. Beautifully done with many photographs and highly informative. I LOVE this book!,,1
643,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Arrived ahead of schedule and as described,,1
645,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Well worth the read.,Format: Paperback,Great book. Beautiful photos and solid info for treating the whole person instead of a list of symptoms. Appreciate the authors perspective and experience.,,1
646,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book!,Format: Paperback,What a wonderful book! I love how it is categorized into herbal energetics which is a great way to understand how to work with our health imbalances and bring more harmony to our system. Im so excited to try the recipes! Well written & great photos too!,,1
647,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Practical,Format: Paperback,Great book for actually applying herbalism into every day cooking!,,1
648,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fantastic book! So beautiful and easy to read,Format: Paperback,"Fantastic book!
So beautiful and easy to read!
Tons of information!",,1
649,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,gave me a lot of great info! I haven’t been able to read very ...,Format: Paperback,"Very helpful, gave me a lot of great info ! I haven’t been able to read very much, but very pleased with what I’ve read. Probably be after Christmas before I will finish reading it. Am looking forward to it.",,1
650,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,"Beautiful, informative, and full of delightful recipes! Very well done!",,1
651,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,LOVE it,,1
652,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Beautiful and overflowing with great information.,,1
653,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Excellent information, beautifully presented",Format: Paperback,"This book is visually beautiful as well as achieving an amazing feat - it is clear and easy-to-use, but in no way 'too simple' for the more experienced herbal enthusiast. Highly recommended! Would make a great gift too.",,1
654,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,It is wonderful and the pictures are beautiful,Format: Paperback,"We received our book and are so very thankful for it!! It is wonderful and the pictures are beautiful!
Thank you Rosalee!!",,1
658,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,"love love love this bood, if you want to learn Herbs this is the perfect book for you",,1
659,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful book! Already looking forward to trying the recipes,Format: Paperback,Beautiful book! Already looking forward to trying the recipes. I love that all information is referenced with a clear bibliography at the end so you can review the research yourself. A great resource for the educated reader!,,1
660,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great info in a beautiful book!,Format: Paperback,Great book. Beautiful pictures and nice recommendations and recipes for using the herbs. I bought this as a gift and want one for myself now too!,,1
661,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,So much information and i can tell the difference with my cooking.,,1
662,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Best buy,Format: Kindle Edition,Loved the information in this book.,,1
663,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I am in love with this book,Format: Paperback,"I am in love with this book!! I forgot it at work yesterday and I feel like I abandoned my child.
My husband is actually jealous.",One person found this helpful,1
